"","Title","Authors","Co.authors","Editors","Illustrators","Publisher","Edition","Year","Volume","ISBN","ISBN13","ISSN","Call.No","Category","Subject","Type","Description","Tags","Series"
"1055","Pune: Queen of the Deccan","Jaymala Diddee; Samita Gupta","","","","Elephant Design Pvt. Ltd","",2017,NA,"8187693002",9788187693000,"","D1","Unknown",NA,"Book","On the description of Pune city. - from Amzon","",""
"1085","Republik Tanpa Ruang Publik","Agus Sudibyo ; Bagus Takwin; B. Herry-Priyono; Dr. F. Budi Hardiman; M. Kusnaeni; R. Kristiawan; Saldi Isra; Yasraf A. Piliang","","","","Ire Press","",2005,NA,"9799818249",NA,"","D1","",NA,"Book","","",""
"1099","Rome, Florence, Venice And The Vatican: Three Pearls of Italy","","","","","Bonechi","",1988,NA,"",NA,"","D1","",NA,"Book","","",""
"1116","Saint-Paul-De-Vence and the Maeght Foundation","Eva Pollini","","","","Casa Editrice Bonechi","",1983,NA,"",NA,"","D1","",NA,"Book","","",""
"1118","Salzburg: City and Countryside","Erich Peter Moser","","","","Plurigraf","",1965,NA,"",NA,"","D1","",NA,"Book","","",""
"1119","San Francisco","","","","","Crystal Bay Group","",1987,NA,"",NA,"","D1","",NA,"Book","","",""
"1120","San Francisco","","","","","Crystal Bay Group","",1987,NA,"",NA,"","D1","",NA,"Book","","",""
"1121","San Francisco: City Of Many Dreams","Rh Value Publishing","","","","Crescent","",1984,NA,"0517405482",9780517405482,"","D1","Unknown",NA,"Book","San Francisco: City Of Many Dreams - from Amzon","",""
"1125","São Paulo - Paraisópolis. Order and Progress?","","","","","ANCB The Aedes Metropolitan Laboratory ","",NA,NA,"",9783944083001,"","D1","",NA,"Book","","","ANCB Edition #1"
"1130","Sawahlunto Effect","Yori Antar; Arbain Rambey; Jay Subijakto; Oscar Motuloh","","","","Pemerintah Kota Sawahlunto Sumatra Barat","",2009,NA,"",9786029511413,"","D1","",NA,"Book","","",""
"1161","Sharing Cities: A Case for Truly Smart and Sustainable Cities (Urban and Industrial Environments)","Duncan McLaren; Julian Agyeman","","","","The MIT Press","1",2015,NA,"0262029723",9780262029728,"","D1","Unknown",NA,"Book","<p><b>How cities can build on the ""sharing economy"" and smart technology to deliver a ""sharing paradigm"" that supports justice, solidarity, and sustainability.</b></p><p>The future of humanity is urban, and the nature of urban space enables, and necessitates, sharing -- of resources, goods and services, experiences. Yet traditional forms of sharing have been undermined in modern cities by social fragmentation and commercialization of the public realm. In <i> Sharing Cities</i>, Duncan McLaren and Julian Agyeman argue that the intersection of cities' highly networked physical space with new digital technologies and new mediated forms of sharing offers cities the opportunity to connect smart technology to justice, solidarity, and sustainability. McLaren and Agyeman explore the opportunities and risks for sustainability, solidarity, and justice in the changing nature of sharing. </p><p>McLaren and Agyeman propose a new ""sharing paradigm,"" which goes beyond the faddish ""sharing economy"" -- seen in such ventures as Uber and TaskRabbit -- to envision models of sharing that are not always commercial but also communal, encouraging trust and collaboration. Detailed case studies of San Francisco, Seoul, Copenhagen, Medellín, Amsterdam, and Bengaluru (formerly Bangalore) contextualize the authors' discussions of collaborative consumption and production; the shared public realm, both physical and virtual; the design of sharing to enhance equity and justice; and the prospects for scaling up the sharing paradigm though city governance. They show how sharing could shift values and norms, enable civic engagement and political activism, and rebuild a shared urban commons. Their case for sharing and solidarity offers a powerful alternative for urban futures to conventional ""race-to-the-bottom"" narratives of competition, enclosure, and division. </p> - from Amzon","Environmental Economics, Sustainable Development, Environmental, Environmental Science, Urban Planning & Development, Urban, City Planning & Urban Development",""
"1233","Sydney, Australia","","","","","Nucolorvue Productions, Pty, Ltd","1st",1994,NA,"0858580462",9780858580466,"","D1","Unknown",NA,"Book","","Australia & New Zealand, Sydney",""
"1245","Tanya Jawab Seputar Penyelenggaraan Penataan Ruang Daerah","","","","","Direktorat Jenderal Penataan Ruang Kementerian Pekerjaan Umum","",2010,NA,"",NA,"","D1","",NA,"Publication","","",""
"1276","The BRT Standard","","","","","ITDP","",2012,NA,"",NA,"","D1","",NA,"Publication","","",""
"1281","The City Cultures Reader (Routledge Urban Reader Series)","","","","","Routledge","1",2000,NA,"0415207339",9780415207331,"","D1","Unknown",NA,"Book","One of the many important occassions marked by the new millenium is the fact that for the first time, a majority of the  human inhabitants of the Earth will dwell in cities. This is a collection of 60 texts on the cultural aspects, frameworks and perceptions of cities, reflecting the concerns for diversity and difference, rather than conventional notions of universaility. The City Cultures Reader is organised into twelve sections drawing on material from cultural studies, architectural criticism and theory, cultural and human geography, urban design and critical theory. Topics covered include city form, city cultures in relation to politics and economics, every day life, memeory and identity, cultural  representation, ecology, social justice, resistance, utopian and dystopian visions, and possible futures. This exciting collection of readings draws out the comparisons and contrasts by the juxtaposition of texts in each section, and adding a critical and informative dimension thorugh the general and section introductions. Jane Jacobs, Indra Kagis McEwan, Rem Koolhaas, S.Buis, Edward Robbins, Ken-ichi Saskia, Murray Bookchin, David Harvey, Saskia Sassen, Jonathan Charley,  Jane M. Jacobs, Jeremy Seabrook, Sharon Zukin, T - from Amzon","Urban & Land Use Planning, Regional, Human Geography, Urban, Schools & Teaching, Architecture, Earth Sciences, Geography, Sociology",""
"1282","The City Cultures Reader (Routledge Urban Reader Series)","","","","","Routledge","1",2000,NA,"0415207347",9780415207348,"","D1","Unknown",NA,"Book","<EM>City Cultures Reader</EM> is an outstanding collection of 60 texts, focussing on the cultural aspects, frameworks and perceptions of cities. Organised into twelve sections this text draws on material from cultural studies, architectural criticism and theory, cultural and human geography, urban design and critical theory. This exciting collection of readings draws out the comparisons and contrasts of the city by the juxtaposition of texts in each section. The excellent line up of contributors discuss a variety of current issues including:<BR>· utopian and dystopian visions <BR>· ecology<BR>· social justice<BR>· city form<BR>· possible futures.<BR>· every day life<BR> - from Amzon","Urban & Land Use Planning, Regional, Human Geography, Urban, Schools & Teaching, Architecture, Earth Sciences, Geography, Sociology",""
"1305","The Exotic Journey to Danau Sentarum National Park","","","","","Balai Taman Nasional Danau Sentarum","",2011,NA,"",9786021957103,"","D1","",NA,"Book","","",""
"1316","The Good and The Bad Infrastructure","Ekart Hartmann; Heinz Unger","","","","","",2006,NA,"9799742846",NA,"","D1","",NA,"Book","","",""
"1317","The Habitat Commitment Project: Assessing the Past for a Better Urban Future","Michael A. Cohen; Lena Simet; Crista Carter; Melissa de la Cruz; Martha Susana Jaimes; Younghyun Kim; David López Garcia; Justin Roberts","","","","","",2016,NA,"069275573X",9780692755730,"","D1","",NA,"Book","","",""
"1337","The Lands of Charm and Cruelty: Travels in Southeast Asia","Stan Sesser","","","","Picador","",1994,NA,"0330333879",9780330333870,"","D1","Unknown",NA,"Book","'With detail, expertise and a moral voice, freelance writer Sesser portrays five repressed lands. His narratives -- reprinted from the New Yorker -- begin with the contradictions of Singapore, prosperous and tidy, whose competent, incorruptible leaders rule by fear. In desperately poor Laos, where the United States dropped more bombs than on Nazi Germany, villagers fashion daily essentials from remnant munitions and the wreckage of drowned planes. A chilling report on Cambodia warns of the political re-emergence of the murderous Khmer Rouge. A portrait of Burma limns how that republic's form of Buddhism tolerates tyranny and describes the nascent protest movement led by Aung San Suu Kyi. Sesser does not condemn all logging in Borneo, but finds the telling detail: in Japan, the logs become plywood, as ""the gold of Sarawak rain forest [is] minted into pennies""' Publishers Weekly 'Stan Sesser's beautifully observed book about the successes, the turmoils, and the disasters of Southeast Asia is a marvellous testament to his skills as a reporter and to fine writing. It is an invaluable piece of work' William Shawcross - from Amzon","Travel, General",""
"1338","The Life and Death of Urban Highways","","","","","ITDP","",NA,NA,"",NA,"","D1","",NA,"Book","","",""
"1345","The Metropolitan Laboratory Magazine, Vol. 1: Education: Trial and Error","","","Lukas Feireiss","","Spector Books","",2016,NA,"3944083032",9783944083032,"","D1","Unknown",NA,"Book","ANCB The Aedes Metropolitan Laboratory (Berlin) was launched in 2009 as a physical and intellectual space focused on the inseparable interplay between urban form and social life. Now in its eighth year, ANCB decided to broaden its experimental journey as an independent public platform with an annual magazine entitled The Metropolitan Laboratory that further explores our deliberate goal of providing an alternative urban discourse. Entitled “Education: Trial and Error”, this first issue looks at the topic of artistic and architectural education. As a survey of highly progressive pedagogical approaches, it questions the role of education in past, present, and future. The broad spectrum of articles and essays ranges from Black Mountain College, Joseph Beuys, Paul Thek, Cedric Price, and Oswald Ungers all the way to Beatriz Colomina, Olafur Eliasson, Ai Wei Wei, Thom Mayne, Odile Decq, Peter Cook, and Joan Ockmann, to mention but a few. Inherent to all of these contributions is a profound apprehension of the positive surplus of unsolicited changes, uninvited irritants, unanticipated setbacks, and failures as the future seeds of human achievement and progress. - from Amzon","Individual Architects & Firms, Design History & Criticism",""
"1417","Tirol: 185 Colorfotos Souvenir","","","","","Risch-Lau & Gebr. Metz","",NA,NA,"",NA,"","D1","",NA,"Book","","",""
"1421","Toledo","","","","","Bonechi","",1987,NA,"",NA,"","D1","",NA,"Book","","",""
"1422","Toledo","","","","","Bonechi","",1987,NA,"",NA,"","D1","",NA,"Book","","",""
