"","Title","Authors","Co.authors","Editors","Illustrators","Publisher","Edition","Year","Volume","ISBN","ISBN13","ISSN","Call.No","Category","Subject","Type","Description","Tags","Series"
"698","Kota Indonesia Berkelanjutan untuk Semua","","","Mursid Wijanarko","","Kementerian Pekerjaan Umum Direktorat Jenderal Penataan Ruang","1",2013,NA,"",9786021747100,"","F3","Urbanism",NA,"Book","","",""
"876","Neufert Architects' Data","Ernst Neufert","","","","Crosby Lockwood Staples","",1970,NA,"0258965096",9780258965092,"","F3","Unknown",NA,"Book","","",""
"934","Pembangunan Kota Indonesia dalam Abad 21","","","Budhy Tjahjati Sugijanto Soegijoko","","Yayasan Sugijanto Soegijoko","1",2005,NA,"9799242924",NA,"","F3","Urbanism, Indonesian City",NA,"Book","","",""
"976","Peraturan Zonasi: Instrumen Penting Dalam Penataan Ruang","","","","","","",NA,NA,"",NA,"","F3","Urbanism",NA,"Book","","zonasi, tataruang",""
"989","Perspectives on Industrial Ecology","Dominique Bourg; Suren Erkman","","","","Greenleaf Publishing 2003","",2003,NA,"",NA,"","F3","Ecology",NA,"Book","","",""
"1015","Portofolio Book","","","","","PT. Indomegah Cipta Bangun Citra","",NA,NA,"",NA,"","F3","Design",NA,"Publication","","",""
"1023","Preparing for 30 Million; Shaping a Sustainable Megacity","","","","","","",NA,NA,"",NA,"","F3","Urbanism, Indonesian City",NA,"Book","","",""
"1035","Profil Daerah Kabupaten dan Kota Jilid 1","","","F. Harianto Santoso","","Penerbit Buku Kompas","1",2001,NA,"9797090094",NA,"","F3","Urbanism",NA,"Book","","",""
"1063","Ranking the Liveability of the World's Major Cities: The Global Liveable Cities Index (GLCI)","Khee Giap Tan; Wing Thye Woo; Kong Yam Tan; Linda Low; Grace Ee Ling Aw","","","","World Scientific Publishing Company","",2012,NA,"9814417300",9789814417303,"","F3","Unknown",NA,"Book","This unique volume aims to provide a first comprehensive assessment on attributes, conditions and characters which constitute a liveable city. The book posits that the degree of <i>liveability</i> depends on five themes: satisfaction with the freedom from want; satisfaction with the state of the natural environment and its management; satisfaction with freedom from fear; satisfaction with the socio-cultural conditions; and satisfaction with public governance. <p> The authors attempt to be more constructive through performing policy simulations by first identifying relative weaknesses and strengths of 64 global cities across major continents including European, Asian, Middle Eastern, North and South American cities. The book also ranks and simulates 36 Asian cities separately, of which many are emerging third-world cities that are in need of policy guidance. <p> - from Amzon","Urban & Regional, Bibliographies & Indexes, Urban Planning & Development, Urban, City Planning & Urban Development",""
"1150","Semarang Tempo Dulu; Teori Desain Kawasan Bersejarah","Wijanarka","","","","Penerbit Ombak","1",2007,NA,"",9789793472713,"","F3","History",NA,"Book","","",""
"1177","Smart City the Next Generation Focus Southeast Asia","","","Ulla Giesler","","","1",2013,NA,"",9783943615128,"","F3","Urbanism",NA,"Book","","",""
"1195","State of Indonesian Cities","","","Nana Rukmana D.W.","","Kementerian Pekerjaan Umum Direktorat Jenderal Penataan Ruang","1",2010,NA,"",9786029701029,"","F3","Urbanism",NA,"Book","","",""
"1202","Streamlined Life-Cycle Assessment","Thomas Graedel","","","","Prentice-Hall","",NA,NA,"",NA,"","F3","Ecology",NA,"Book","","",""
"1225","Sustainable Development and Integrated Appraisal In A Developing World","Norman Lee; Colin Kirkpatrick","","","","Edward Elgar Pub","",2000,NA,"1840641622",NA,"","F3","Urbanism",NA,"Book","","",""
"1250","Tegang Bentang: Seratus Tahun Perspektif Arsitektural di Indonesia","","","","","PT Gramedia Pustaka Utama","",2012,NA,"",9789792234091,"","F3","Architecture",NA,"Publication","","",""
"1327","The Indonesian Town Revisited","","","Peter J. M.","","Institute of Southeast Asian Studies","1",2002,NA,"",NA,"","F3","Urbanism, Indonesian City",NA,"Book","","","Southeast Asian Dynamics"
"1330","The Japan Architect: Housing","","","Yasuhiro Teramatsu","","Shinkenchiku-Sha","Autumn 1991-4",1991,NA,"",NA,"","F3","Architecture",NA,"E-Journal","","",""
"1341","The Love of Design: Fragments From an Urbanscape","","","","","ISH (Mark Tan Publisher)","Privat Limited",2005,NA,"",NA,"","F3","Design",NA,"Publication","","",""
"1384","The Suistainable Urban Development Reader","","","Stephen M. Wheeler","","Routledge","",NA,NA,"",NA,"","F3","Urbanism",NA,"Book","","",""
"1436","Transformasi Urban Metropolitan Jakarta, Adaptasi dan Pengembangan","","","Jo Santoso","","Pusat Studi Metropolitan Universitas Tatumanagara","1",2015,NA,"",9786027348806,"","F3","Urbanism",NA,"Book","","",""
"1463","Urban Design: A Typology of Procedures and Products","Jong Lang","","","","Princeton Architectural Press","",2006,NA,"",9780750666285,"","F3","Urbanism",NA,"Book","","","Urban Design"
"1488","Villes d'Insulinde (I)","","","Denys Lombard","","Association Archipel","36",1988,NA,"",NA,"","F3","",NA,"Journal","","",""
"1493","Warner Sobek - Designing the Future 06/05 - 23/10.2009","","","","","Goethe Institut and Warner Sobek","",2009,NA,"",NA,"","F3","Architecture",NA,"Publication","","",""
"1498","What If","","","","","Faber & Faber","",1999,NA,"0571204376",9780571204373,"","F3","Unknown",NA,"Book","In this collection of essays, leading writers, thinkers and politicians tackle issues which are increasingly relevant to everyone in Britain, but which are rarely discussed in Westminster: poverty, deprivation, social exclusion, the potential for regeneration - the very future of our children. The essays were commissioned to celebrate the 21st anniversary of the East End voluntary organization, Community Links, but the debate they generate reaches beyond the boroughs of London. This book is a manifesto for the millennium: it is not a complaint about how bad things are, but a vision of how good things could be. Contributors include Gordon Brown, Will Hutton, Andrew O'Hagan, Bob Holman, William Boyd, Jane Tewson, Danny Silverstone, Steve Hilton, David Robinson, Stephen Jacobs, Louise France, David Grayson, Matthew Smerdon, and Will Hobson, with cartoons by Steve Bell. - from Amzon","Social Sciences, Urban",""
