"","Title","Authors","Co.authors","Editors","Illustrators","Publisher","Edition","Year","Volume","ISBN","ISBN13","ISSN","Call.No","Category","Subject","Type","Description","Tags","Series"
"537","Indonesian Eco Heroes","Gouri Mirpuri","","","","Jakarta Globe Media","1",2010,NA,"",NA,"","G3","Biography",NA,"Book","","",""
"547","Intangible Cultural Heritage","","","","","UNESCO","1",NA,NA,"",NA,"","G3","History",NA,"Book","","",""
"599","Jorge Anzorena Journal of Low-Income Housing in Asia and teh World","","","","","PAGTAMBAYAYONG","",2014,NA,"",NA,"","G3","Law",NA,"Journal","","",""
"849","Moshi: Modul Trashi Mengenalkan Hutan Mangrove Jakartaaa","","","","","Transformasi Hijau","",NA,NA,"",NA,"","G3","Ecology",NA,"Publication","","",""
"926","Pedoman Pelestarian Bagi Pemilik Rumah. Kota Gede Heritage District, Yogyakarta, Indonesia.","Jogja Heritage Society","","","","UNESCO Jakarta","1",2007,NA,"",9789799602046,"","G3","History",NA,"Book","","",""
"1111","Rural Moves The Songyang Story","","","","","Kristin Feireiss, Hans-Jurgen Commerrell","DnA_Design and Architecture RUral Moves The Songyang Story 17 March-7 June 2018",2018,NA,"",NA,"","G3","Architecture",NA,"Publication","","",""
"1124","São Paulo - Paraisópolis","","","","","ANCB The Aedes Metropolitan Laboratory ","1",NA,NA,"",NA,"","G3","Urbanism",NA,"Publication","","",""
"1173","sixteen Chinese museums Fifteen Chinese Architects","","","","","Kristin Feireiss, Hans-Jurgen Commerrell","Exhibition as Part of The ANCB-Program: The Museum of The 21st Century Content-Form-Impact",2016,NA,"",NA,"","G3","Architecture",NA,"Publication","","",""
"1187","SPECTRUM ASIA: Infrastructure Mania","","","","","AECOM","",2011,NA,"",NA,"","G3","Architecture",NA,"Publication","","",""
"1188","SPEED: Smart Power for Environmentally-Sound Economic Development","","","","","","",NA,NA,"",NA,"","G3","Urbanism",NA,"Publication","","","An Agenda for Action"
"1196","Statistical Yearbook 1972","UNESCO","","","","UNESCO","",1974,NA,"923001110X",9789230011109,"","G3","Unknown",NA,"Book","","",""
"1226","Sustainable Development: Improving Livelihoods for Maasai Women in Tanzania. Enhancing Women`s Equality in Lebanon","","","","","Australian Volunteers International","",2013,NA,"",NA,"","G3","Ecology",NA,"Publication","","",""
"1227","Sustainable Transport: A New Way Forward for Buenos Aires","","","","","ITDP","",2014,NA,"",NA,"","G3","Urbanism",NA,"Publication","","",""
"1261","The Angelica Home Kitchen: Recipes and Rabble Rousings from an Organic Vegan Restaurant","Leslie McEachern; Peter Berley","","","","Roundtable Publishing","1st",2000,NA,"0970302401",9780970302403,"","G3","Vegetarian Cookery",NA,"Book","The Angelica Home Kitchen cookbook with recipes from an organic vegan restaurant.  Recipe Development with Chep Peter Berley. - from Amzon","",""
"1439","Tropica: Color Cyclopedia of Exotic Plants and Trees : For Warm-Region Horticulture-In Cool Climate the Summer Garden or Sheltered Indoors","Alfred Byrd Graf","","","","Macmillan General Reference","Revised, Subsequent",1992,NA,"0025449907",9780025449909,"","G3","Unknown",NA,"Book","Lavishly illustrated catalog of plants, flowers, trees, and fruits native to tropic areas - from Amzon","Horticulture, Trees, Nature & Ecology, New, Used & Rental Textbooks",""
