"","Title","Authors","Co.authors","Editors","Illustrators","Publisher","Edition","Year","Volume","ISBN","ISBN13","ISSN","Call.No","Category","Subject","Type","Description","Tags","Series"
"261","Collapse: How Societies Choose to Fail or Succeed","Jared Diamond","","","","Penguin Group USA Inc.","1",2004,NA,"0670033375",9780670033379,"","E2","Unknown",NA,"Book","","Historical Study & Educational Resources, Civilization & Culture, Environmental Science, Historic, Human Geography, Cultural, General, Archaeology, Environmental Policy",""
"262","Common Sense on Mutual Funds: New Imperatives for the Intelligent Investor","John C. Bogle","","","","John C. Wiley & Sons","",2017,NA,"",NA,"","E2","Unknown",NA,"Book","","",""
"295","Dari Manajemen Qolbu ke Manajemen Lingkungan. Transformasi Kampung-Kota Santri","M. Syaom Berliana; R.R. Tjahyani Busono; Erna Krisnanto","","","","METATEKSTUR","",2009,NA,"",9786029672305,"","E2","",NA,"Book","","",""
"309","Desain sebagai Generator Pemberdayaan Masyarakat","Martin Luqman Katoppo","","","","Institut Teknologi Bandung","1",2017,NA,"",NA,"","E2","Architecture",NA,"Thesis","","",""
"369","Facts About Germany","Unknown","","","","German Federal Foreign Office","",2017,NA,"3936238103",9783936238105,"","E2","Unknown",NA,"Book","Facts About Germany is a handbook for anyone seeking reliable up-to-date informationon the Federal Republic of Germany. The 2003 edition provides facts and pictures of the country and its people, its government system, social life, political groupings and trends, all the different sectors of industry and business, and the multifaceted face of culture in Germany and its 16 federal states. - from Amzon","",""
"381","Florence: City of the Renaissance (A First Book)","Charles Haines","","","","F. Watts","",1972,NA,"0531007561",9780531007563,"","E2","Unknown",NA,"Book","Traces the history of this Italian city from its founding 2100 years ago and discusses many of its famous citizens. - from Amzon","",""
"423","Globalization, the City and Civil Society in Pacific Asia: The Social Production of Civic Spaces (Rethinking Globalizations)","","","","","Routledge","1",2007,NA,"0415599598",9780415599597,"","E2","Unknown",NA,"Book","<P><EM>Globalization, the City and Civil Society in Pacific Asia</EM> presents a detailed examination of the underlying issues of urban life in the Far East.</P> <P>Leading authorities on globalization and politics in the region cover key themes of continuity and change:</P> <UL> <LI>relationships between civil society and the production of urban spaces. Chapters focus on various types of ‘civic spaces’ that provide spaces for life that are autonomous from state and capital</LI> <LI>ten case studies explore a wide variety of contexts ranging from spaces where lower classes congregated in ancient Chinese cities to cyberspaces of the contemporary internet</LI> <LI>the history and role of civil society in social and political philosophies of societies in the Pacific Asia region</LI> <LI>tendencies and issues related to specific types of civic spaces in a given city. Several studies find that great stress has been placed on long-standing community and civic spaces</LI> <LI>common themes, patterns and issues as well as singularities of each particular context. In this way it can contribute to the broader (mostly Western) literature on society and space</LI> <LI>the future of cities in Pacific Asia from the perspective of civic space. Can civic spaces be routinely created rather than appropriated through civil society-state-economy struggles?</LI> <P></P></UL> <P>Most research on globalization and civil society has focused on the West, this unique book brings together a tight analysis and a series of ten case studies on Pacific Asian countries. It also theorizes and empirically explores the relationships between civil society and the production of urban spaces.</P> - from Amzon","Urban Planning & Development, Asian, Globalization, City Planning & Urban Development, Public Policy",""
"437","Greening the Industrial Facility: Perspectives, Approaches, and Tools","Thomas Graedel; Jennifer Howard-Grenville","","","","Springer","2005",2005,NA,"0387243062",9780387243061,"","E2","Unknown",NA,"Book","<P>This textbook and reference fills a critical gap in literature on the comprehensive environmental impacts of industrial organizations. Nineteen chapters examine individual industrial sectors inherent ""potential to pollute."" The text goes on to analyze new technologies and practices for transforming environmentally degrading effects of industry, and shows how managers can navigate these changes and move their organizations towards long-term environmental sustainability.</P> - from Amzon","Chemical, Environmental, Products, Mechanical, Industrial & Technical, Environmental Science, Clinical Chemistry, Chemical Engineering, Industrial Engineering, Environmental Engineering, Chemistry, Environmental Studies",""
"440","Growing Better Cities: Urban Agriculture for Sustainable Development (In Focus)","Luc J. A. Mougeot","","","","International Development Research Centre Books","PAP/CDR",2006,NA,"1552502260",9781552502266,"","E2","Unknown",NA,"Book","The UN predicts that over the next twenty-five years nearly all population growth will be in the cities of the developing world. At current rates, sixty percent of the world’s total population will live in cities by 2030. <br /><br />As the cities grow, so does the number of urban poor. Unemployment, hunger, and malnutrition are commonplace. In the big city, most of any cash income the poor might bring home goes to feeding themselves and staying alive; any food that does not have to be bought is a bonus. As a result, more and more people are attempting to grow at least some of their own food to supplement poor diets and meager incomes. But farming in the city ― urban agriculture ― is too often seen by municipalities as a problem to be eradicated rather than as a part of the solution to making the city and its environment more sustainable.<br /><br />In fact, urban agriculture has a long history. Throughout the developing world, municipal policymakers are waking to the fact that properly managed agriculture can make a major contribution to a city’s food security. It also has potential to provide employment, improve the environment, and make productive use of vacant spaces within the city. More than twenty years ago, IDRC became the first international agency to formally support research on urban agriculture. This book reviews the research experience of IDRC and its partners, including local governments, into the issues surrounding urban agriculture, with a particular emphasis on the influence that research has had on government policies. It describes the growth of city networks in Africa and Latin America that focus on accommodating urban agriculture and improving the lot of urban food producers. And it offers specific recommendations aimed at helping policymakers at all levels of government to maximize the potential of urban agriculture. The book concludes with a vision of how such policies might transform cities in the near future.<br /><br />This book serves as a focal point for an IDRC thematic Web site on urban agriculture. The full text is available online and leads the reader into a virtual web of resources that explores two decades of research into this important issue.<br /><br />This book is available in Spanish. - from Amzon","Social Sciences, Urban, Globalization, Sociology",""
"442","Gubernur Bela Warga. Hasil Survei Persepsi Warga Terhadap Kinerja Gubernur Provinsi DKI Jakarta Tahun 2008","Azas Tigor Nainggolan, SH, Msi","","","","Forum Warga Kota Jakarta (FAKTA)","",2009,NA,"",9789799852540,"","E2","",NA,"Book","","",""
"542","Industrial Ecology And Spaces of Innovation","","","Ken Green; Sally Randles","","Edward Elgar","",2006,NA,"1845420977",9781845420970,"","E2","Unknown",NA,"Book","This book explores the disciplinary interfaces and practical implications of working across the two disciplines of industrial ecology (IE) and innovation studies (IS). Both disciplines have something to say about instigating environmental improvement and more sustainable futures. IE is predicated on the idea that social and economic systems mirror, or should be made to mirror, natural ecological systems. Proponents of IE devise models and techniques to trace material and energy resource flows as they move through social and economic systems. They propose policy and management improvements to increase the resource efficiency of such systems. By contrast, IS researchers work with the idea that innovation is a dynamic activity, vital to social and economic change and is shaped by a range of actors in industry, in government and in households. The authors illustrate the conceptual and practical problems and opportunities of working across this bi-disciplinary interface, with case studies presented from each and from hybrid perspectives that draw on both. These include applied examples from IE such as an evaluation of industrial symbiosis in the UK and from working projects in industrialising countries. Cases that originate with IS cover the areas of food, construction and waste incineration. New directions for conceptual development and further research are also offered. Conceptual blindspots and research gaps are identified at the interface of the two disciplines. Industrial Ecology and Spaces of Innovation will appeal to a wide and interdisciplinary audience including academics and researchers of environmental innovation, management and economics, industrial ecology and schools of environmental engineering. Business environmental practitioners, consultants and managers working with techniques such as life-cycle analysis, environmental impact assessment and collaborative industrial symbiosis initiatives will also find much to engage them within this book. - from Amzon","Economics, International, Industrial, Ecology, International Business, Ecology",""
"550","Internal Migration in Indonesia","Sukamdi; Ghazy Mujahid","","","","","",NA,NA,"",NA,"","E2","",NA,"Publication","","","UNFPA Indonesia Monograph Series"
"551","Internal Migration in Indonesia","","","","","","",2015,NA,"",NA,"","E2","",NA,"Publication","","","UNFPA Indonesia Monograph Series"
"600","Journal Ayorek! A Sustainable Surabaya: City of Work","","","","","Ayorek!","#002",2015,NA,"",NA,"23388730","E2","",NA,"Journal","","",""
"642","Kampung (Kota) Kita","Akhmad Ramdhon","","","","Penerbit Elmatera","1",2013,NA,"",NA,"","E2","Urbanism",NA,"Book","","",""
"663","Kebijakan dan Strategi Perkotaan Nasional (KSPN)","Tim Koordinasi Pembangunan Perkotaan Nasional","","","","","",2011,NA,"",NA,"","E2","",NA,"Book","","",""
"675","Kilas Balik Perumahan Rakyat 1900-2000","","","","","Kementrian Perumahan Rakyat dan Pusat Dokumentasi Arsitektur","1",2010,NA,"",9789792572131,"","E2","Philosophy, History",NA,"Book","","",""
"696","Kota 2025. Rancangan Kebijakan dan Strategi Perkotaan Nasional (KSPN)","Tim Koordinasi Pembangunan Perkotaan Nasional","","","","","",2011,NA,"",NA,"","E2","",NA,"Book","","",""
"697","Kota di Persimpangan Jalan: Pedoman Perancangan Strategi Pengendalian Emisi dari Sektor Transportasi Jalan di Kawasan Perkotaan","","","","","","",2009,NA,"",NA,"","E2","Urbanism",NA,"Publication","","Urbanism, Planning",""
"701","Kota Lama, Kota Baru: Sejarah Kota-kota di Indonesia Sebelum dan Setelah Kemerdekaan","","","","","Penerbit Ombak","",2005,NA,"9793472463",NA,"","E2","",NA,"Book","","",""
"733","Les paysages urbains","Sylvie Rimbert","","","","Armand Colin","",1973,NA,"",NA,"","E2","",NA,"Book","","",""
"743","London","Michael Leapman","","","","DORLING KINDERSLEY","",1997,NA,"0751300098",9780751300093,"","E2","Unknown",NA,"Book","","",""
"745","Los Angeles: The Architecture of Four Ecologies","Reyner Banham","","","","Penguin Books","",1973,NA,"0140211780",9780140211788,"","E2","Unknown",NA,"Book","DIVERSE AS FRANK LLOYD WRIGHT, CHARLES EAMES, RICHARD NEUTRA AND SIMON RODIA (WHO DESIGNED THE UNIQUE WATTS TOWERS) IN THEIR PROPER CONTEXTS OF MOUNTAINS, PLAINS, BEACHES AND FREEWAYS. - from Amzon","Criticism, History, Architecture",""
"782","Maximum City","Suketu Mehta","","","","Headline Review","",2017,NA,"0747259690",9780747259695,"","E2","Unknown",NA,"Book","A brilliantly illuminating portrait of Bombay and its people a book as vast, diverse, and rich in experience, incident, and sensation as the city itself from an award-winning Indian-American fiction writer and journalist.<br><br>A native of Bombay, Suketu Mehta gives us a true insider s view of this stunning city, bringing to his account a rare level of insight, detail, and intimacy. He approaches the city from unexpected angles taking us into the criminal underworld of rival Muslim and Hindu gangs who wrest control of the city s byzantine political and commercial systems . . . following the life of a bar dancer who chose the only life available to her after a childhood of poverty and abuse . . . opening the doors onto the fantastic, hierarchical inner sanctums of Bollywood . . . delving into the stories of the countless people who come from the villages in search of a better life and end up living on the sidewalks the essential saga of a great city endlessly played out.<br><br>Through it all as each individual story unfolds we hear Mehta s own story: of the mixture of love, frustration, fascination, and intense identification he feels for and with Bombay, as he tries to find home again after twenty-one years abroad. And he makes clear that Bombay the world s largest city is a harbinger of the vast megalopolises that will redefine the very idea of the city in the near future.<br><br>Candid, impassioned, funny, and heartrending, <i>Maximum City</i> is a revelation of an ancient and ever-changing world. - from Amzon","General, General, General",""
"785","Megacity Challenges. A stakeholder perspective","","","","","Siemens AG","",NA,NA,"",NA,"","E2","",NA,"Publication","","",""
"822","Merayakan Negara Mematrikan Tradisi. Narasi Perubahan Kampung-Kota di Surakarta","Akhmad Ramdhon","","","","Buku Litera","",2016,NA,"",9786026751171,"","E2","",NA,"Book","","",""
"854","Mumbai Reader","Rahul Mehrohtra; Pankaj Joshi; Prasad Shetty; Benita Menezes","","","","Urban Design Research Institute","",2006,NA,"",NA,"","E2","",NA,"Book","","",""
"857","Museum BPK Bercerita","","","","","Badan Pemeriksa Keuangan Republik Indonesia","",2011,NA,"",NA,"","E2","Education",NA,"Book","","",""
"873","Negara di Persimpangan Jalan Kampusku","Hani Raihana","","","","Penerbit Kanisius","",2007,NA,"",9789792117493,"","E2","",NA,"Book","","",""
"908","Palopo dalam Angka","Badan Pusat Statistik Kota Palopo","","","","Badan Pusat Statistik Kota Palopo","",NA,NA,"",NA,"","E2","",NA,"Book","","",""
"932","Pekalongan Kota Batik. Upaya Penanggulangan Kemiskinan Dimulai dari Peningkatan Kualitas Papan & Lingkungan dengan Program Membangun Keterpaduan Program untuk Percepatan Kota Pekalongan Bebas Rumah Tidak Layak Huni Th. 2008 dan Bebas Kawasan Kumuh Th. 201","Pemerintah Kota Pekalongan","","","","","",NA,NA,"",NA,"","E2","",NA,"Publication","","",""
"936","Pembangunan Sosial Sektor Informal Perkotaan: Studi atas Pedagang Kaki Lima di Pasar Minggu DKI Jakarta","Dr. Cucu Nurhayati, M.Si","","","","Orbit Publishing","",2015,NA,"",NA,"","E2","",NA,"Book","","",""
"964","Penyusunan Rencana Tata Bangunan dan Lingkungan (RTBL) Kawasan Serangan Kota Denpasar","","","","","Kementerian Pekerjaan Umum Direktorat Jenderal Cipta Karya","",NA,NA,"",NA,"","E2","",NA,"Publication","","",""
"971","Peraturan Menteri Pekerjaan Umum Nomor: 11/PRT/M/2014 Tentang Pengelolaan Air Hujan pada Bangunan Gedung dan Persilnya","","","","","Kementerian Pekerjaan Umum Direktorat Jenderal Cipta Karya","",NA,NA,"",NA,"","E2","Law",NA,"Publication","","",""
"972","Peraturan Pemerintah Republik Indonesia Nomor 15 Tahun 2010 Tentang Penyelenggaraan Penataan Ruang","","","","","Kementerian Pekerjaan Umum Direktorat Jenderal Penataan Ruang","",NA,NA,"",NA,"","E2","Law",NA,"Publication","","",""
"973","Peraturan Pemerintah Republik Indonesia Nomor 26 Tahun 2008 Tentang Rencana Tata Ruang Wilayah Nasional","","","","","Departemen Pekerjaan Umum Direktorat Jenderal Penataan Ruang","",NA,NA,"",NA,"","E2","Law",NA,"Publication","","",""
"975","Peraturan Presiden Republik Indonesia Nomor 54 Tahun 2008 Tentang Penataan Ruang Kawasan Jakarta, Bogor, Depok, Tangerang, Bekasi, Puncak, Cianjur","","","","","Departemen Pekerjaan Umum Direktorat Jenderal Penataan Ruang","",NA,NA,"",NA,"","E2","Law",NA,"Publication","","",""
"994","Perumahan Dalam Jejak Paradoks","","","","","Laboratorium Perumahan dan Permukiman Jurusan ARSITEKTUR, FTSP - ITS Surabaya","",2016,NA,"",NA,"","E2","Philosophy, History",NA,"Book","","",""
"1006","Planning Singapore: From Plan to Implementation","","","","","Singapore Institute of Planners","",1998,NA,"9810405731",9789810405731,"","E2","Unknown",NA,"Book","This book attempts to revisit Singapore's urban experience since her independence three decades ago, and unfold the planning and development process behind its successful urban transformation. Topics covered by the chapters include: visionary planning; local planning; IT in planning practice; planning industrial estate development; urban conservation; recreation planning; and planning urban transportation. - from Amzon","Civil & Environmental, Urban Planning & Development, Specific Demographics, City Planning & Urban Development",""
"1027","Prisma: Otonomi Daerah untuk Siapa?","","","","","LP3ES","",2010,NA,"",NA,"03016269","E2","Law",NA,"Journal","","",""
"1031","Produk Domestik Regional Bruto Kota Palopo Tahun 2005","","","","","Badan Pusat Statistik Kota Palopo","",NA,NA,"",NA,"","E2","",NA,"Publication","","",""
"1091","Rise and Fall of Strategic Planning","Henry Mintzberg","","","","Free Press","",1994,NA,"0029216052",9780029216057,"","E2","Unknown",NA,"Book","In this definitive and revealing history, Henry Mintzberg, the iconoclastic former president of the Strategic Management Society, unmasks the press that has mesmerized so many organizations since 1965: strategic planning. One of our most brilliant and original management thinkers, Mintzberg concludes that the term is an oxymoron -- that strategy cannot be planned because planning is about analysis and strategy is about synthesis. That is why, he asserts, the process has failed so often and so dramatically. <BR> Mintzberg traces the origins and history of strategic planning through its prominence and subsequent fall. He argues that we must reconceive the process by which strategies are created -- by emphasizing informal learning and personal vision -- and the roles that can be played by planners. Mintzberg proposes new and unusual definitions of planning and strategy, and examines in novel and insightful ways the various models of strategic planning and the evidence of why they failed. Reviewing the so-called ""pitfalls"" of planning, he shows how the process itself can destroy commitment, narrow a company's vision, discourage change, and breed an atmosphere of politics. In a harsh critique of many sacred cows, he describes three basic fallacies of the process -- that discontinuities can be predicted, that strategists can be detached from the operations of the organization, and that the process of strategy-making itself can be formalized. <BR> Mintzberg devotes a substantial section to the new role for planning, plans, and planners, not inside the strategy-making process, but in support of it, providing some of its inputs and sometimes programming its outputs as well as encouraging strategic thinking in general. This book is required reading for anyone in an organization who is influenced by the planning or the strategy-making processes. - from Amzon","Management, Management Science, Planning & Forecasting, Systems & Planning, Strategy & Competition, Entrepreneurship, Strategic Planning",""
"1149","Semarang","Bouke Billiet; Candra Dewi Dian Puspitasari; Dadang Pribadi; Gustaaf Peek; Triyanto Triwikromo; Tubagus P. Svarajati","","","","citybooks","",2013,NA,"",NA,"","E2","",NA,"Book","","",""
"1152","Seni di Ruang Publik, Monumen & Tata Kota","","","Sukri Abdurrachman","","LIPI Press","",2007,NA,"",9789797992064,"","E2","",NA,"Book","","",""
"1164","Siak Sri Indrapura","Sapardi Djoko Damono; Marco Kusumawijaya","","","","Lontar Foundation","",2007,NA,"9799985870",NA,"","E2","",NA,"Book","","",""
"1175","Slum upgrading: Lessons learned from Brazil","","","Fernanda Magalhães; Francesco di Villarosa","","Inter-American Development Bank","",2012,NA,"",9781597821636,"","E2","",NA,"Book","","",""
"1236","Tale of Two Cities (Abridged Books)","Charles Dickens","","","","Prentice Hall Press","",NA,NA,"0582530563",9780582530560,"","E2","Unknown",NA,"Book","","Classics, Political, New, Used & Rental Textbooks",""
"1283","The City in History (Peregrine Books)","Lewis Mumford","","","","Penguin Books Ltd","New Ed",1987,NA,"0140552243",9780140552249,"","E2","Unknown",NA,"Book","Vast, organic and profound, THE CITY IN HISTORY is Lewis Mumford's crowning achievement.  In it he traces the evolution of towns, from the primitive cave-shrines and burial tombs of palaeolithic man to the spawling megalopolis of today.  But his book is more than history; it is both panoramic overview and sharply focused analysis of the city and all its glorious manifestations; the arts, architecture, crafts, religions, laws, pastimes, and politics that have created, and been created by, the city. - from Amzon","History, Archaeology",""
"1301","The Ecology of Sumatra","Tony Whitlen; Sengli J. Damanik; Tony Whitten","","","","Periplus Editions","Hardcover with Jacket",1999,NA,"9625930744",9789625930749,"","E2","Unknown",NA,"Book","","Engineering, Zoology",""
"1324","The Indonesian Economy","Hal Hill","","","","Cambridge University Press","2",2000,NA,"0521663679",9780521663670,"","E2","Unknown",NA,"Book","This book offers a balanced analysis, evaluation and explanation of Indonesia's economic performance over the past three decades of strong growth, from 1967 to 1996. Hal Hill highlights Indonesia's successes during this period--rapid industrialization, major achievements in the food crop sector and the adoption, from the mid-1980s, of outward-looking policies. In this revised edition, an extended postscript takes the story through the dramatic turnaround and political and economic crises since 1997, including the downfall of Suharto. - from Amzon","Development & Growth, Economics, Economics, Business Development, International Business",""
"1352","The New Buffettology: The Proven Techniques for Investing Successfully in Changing Markets That Have Made Warren Buffett the World's Most Famous Investor","Mary Buffett; David Clark","","","","Scribner","First Edition",2002,NA,"0684871742",9780684871745,"","E2","Unknown",NA,"Book","If you read the original <I>Buffettology,</I> you know exactly half of what you need to know to effectively apply Warren Buffett's investment strategies.<BR><BR>Published in 1997, the bestselling <I>Buffettology</I> was written specifically for investors in the midst of a long bull market. Since then we've seen the internet bubble burst, the collapse of Enron, and investors scrambling to move their assets -- what remains of them -- back to the safety of traditional blue chip companies. As price peaks turned into troughs, worried investors wondered if there was any constant in today's volatile market. The answer is yes: Warren Buffett's value investing strategies make money.<BR> <BR><I>The New Buffettology</I> is the first guide to Warren Buffett's selective contrarian investment strategy for exploiting down stocks -- a strategy that has made him the nation's second-richest person. Designed to teach investors how to decipher and use financial information the way Buffett himself does, this book guides investors through opportunity-rich bear markets, walking them step-by-step through the equations and formulas Buffett uses to determine what to buy, what to sell -- <I>and when.</I> Authors Mary Buffett and David Clark explore Buffett's recent investments in detail, proving time and again that his strategy has earned enormous profits at a time no one expects them to -- and with almost zero risk to his capital.<BR> <BR>In short, <I>The New Buffettology</I> is an essential companion to the original <I>Buffettology,</I> a road map to investment success in the worst of times. - from Amzon","Economics, Finance, Introduction, Personal Finance",""
"1383","The Study on Integrated Transportation Master Plan for Jabodetabek","","","","","","",2004,NA,"",NA,"","E2","",NA,"Publication","","",""
"1403","The Winning Investment Habits of Warren Buffett and George Soros","Mark Tier","","","","Inverse Books","",2004,NA,"988977691X",9789889776916,"","E2","Unknown",NA,"Book","","Introduction, Budgeting & Money Management",""
"1425","Toward Sustainable Communities: Resources for Citizens and Their Governments","Mark Roseland","","","","New Society Publishers","Revised",2005,NA,"0865715351",9780865715356,"","E2","Unknown",NA,"Book","<DIV><p>Local governments are increasingly caught between rising expectations that development initiatives be sustainable and the fact that more and more services are being downloaded to the municipal level. The third edition of this classic text offers practical suggestions and innovative solutions to a range of community problems—-including energy efficiency, transportation, land use, housing, waste reduction, recycling, air quality and governance. In clear language, with updated tools, initiatives and resources, a new preface and foreword, this sustainable practices resource is for both citizens and governments.</p><p><b>Mark Roseland</b> is director of the Centre for Sustainable Community Development at Simon Fraser University in British Columbia. He lectures internationally and advises communities and governments.</p></DIV> - from Amzon","Ethics, Environmental Economics, Sustainable Development, Project Management, Corporate Governance, Consumer Behavior, Biology, Environmental Science, Conservation, Technology, Environmentalism, Ecotourism, Pacific, Urban Planning & Development, City Planning & Urban Development, Non-Governmental Organizations",""
"1452","Undang-undang Republik Indonesia Nomor 26 Tahun 2007 Tentang Penataan Ruang","","","","","Departemen Pekerjaan Umum Direktorat Jenderal Penataan Ruang","",NA,NA,"",NA,"","E2","Law",NA,"Publication","","",""
"1464","Urban Design: A typology of Procedures and Products. Illustrated with over 50 Case Studies","Jon Lang","","","","Routledge","1",2005,NA,"0750666285",9780750666282,"","E2","Unknown",NA,"Book","Urban Design provides a comprehensive and accessible introduction to urban design, presenting a 3 dimensional model with which to categorise the processes and products involved. It not only defines the subject, but also considers the future direction of the field and what can be learned from the past. 50 international case studies demonstrate the variety of urban design efforts that have occurred in recent history. - from Amzon","Drafting & Presentation, Urban & Land Use Planning, Microeconomics, Methods & Materials, Microeconomics, Architecture",""
"1471","Urban Solutions. Proceedings of the German Habitat Forum 2016","","","","","German Federal Ministry for Economic Cooperation and Development (BMZ)","",2016,NA,"",NA,"","E2","",NA,"Publication","","",""
"1473","Urban Structure Matters: Residential Location, Car Dependence and Travel Behaviour (RTPI Library Series)","Petter Naess","","","","Routledge","1",2016,NA,"1138986593",9781138986596,"","E2","Unknown",NA,"Book","<P>Going beyond previous investigations into urban land use and travel, Petter Næss presents new research from Denmark on residential location and travel to show how and why urban spatial structures affect people's travel behaviour.</P> <P>In a comprehensive case study of the Copenhagen metropolitan area, Næss combines traditional quantitative travel surveys with qualitative interviews in order to identify the more detailed mechanisms through which urban structure affects travel behaviour. The case study findings are compared with those from other Nordic countries and analyzed and evaluated in the light of relevant theory and literature to provide solid, valuable conclusions for planning sustainable urban development. </P> <P>With a broader range of statistics than previous studies and conclusions of international relevance, <EM>Urban Structure Matters</EM> provides well-grounded conclusions for how spatial planning of urban areas can be used to reduce car dependence and achieve a more sustainable development of cities.</P> - from Amzon","Urban & Land Use Planning, Geography, Urban Planning & Development, City Planning & Urban Development, Architecture, Earth Sciences, Public Policy",""
"1477","Urbanization in Indonesia","","","","","","",2015,NA,"",NA,"","E2","",NA,"Publication","","",""
"1500","What Time is This Place?","Kevin Lynch","","","","The MIT Press","",1972,NA,"0262120615",9780262120616,"","E2","Unknown",NA,"Book","A look at the human sense of time, a biological rhythm that may follow a different beat from that dictated by external, official, objective timepieces. - from Amzon","Urban & Land Use Planning, Social Sciences, Sociology",""
