"","Title","Authors","Co.authors","Editors","Illustrators","Publisher","Edition","Year","Volume","ISBN","ISBN13","ISSN","Call.No","Category","Subject","Type","Description","Tags","Series"
"611","Jurnal Hukum Lingkungan Indonesia","","","","","Indonesian Center for Environmental Law","Vol. 2 Issue 1",2015,NA,"",NA,"","G2","",NA,"Journal","","",""
"616","Jurnal Landreform: ""Membangun Kekuatan Politik Agraria""","","","","","Konsorsium Pembaruan Agraria","Volume II",2014,NA,"",9786021139318,"","G2","",NA,"Journal","","",""
"660","Kearifan Tradisional Masyarakat Desa Sibanggor Julu yang Berkaitan dengan Pemeliharaan Lingkungan Alam di Kabupaten Madina Provinsi Sumatera Utara","Mudha Farsyah, S.Sos","","","","Departemen Kebudayaan dan Pariwisata Direktorat Jenderal Nilai Budaya, Seni dan Film","",2007,NA,"",9789791567978,"","G2","",NA,"Book","","",""
"661","Kearifan Tradisional Masyarakat Pedesaan dalam Pemeliharaan Lingkungan Alam Kabupaten Gunung Kidul Provinsi Daerah Istimewa Yogyakarta","Dra. Sumintarsih, M. Hum; Christriyati Ariani","","","","Departemen Kebudayaan dan Pariwisata Direktorat Jenderal Nilai Budaya, Seni dan Film","",2007,NA,"",9789791567985,"","G2","",NA,"Book","","",""
"694","Konservasi Gedung Eks de Javasche Bank Surabaya","","","","","Bank Indonesia","",NA,NA,"",9789791842839,"","G2","",NA,"Book","","",""
"707","Kronik Agraria Indonesia: memperluas Imajinasi Lintas Zaman, Sektor dan Aktor","","","","","","",NA,NA,"",9786208129569,"","G2","",NA,"Book","","",""
"758","Man-made Lowlands: A future for ancient dykes in the Netherlands","","","","","Cultural Heritage Agency","",2014,NA,"",NA,"","G2","",NA,"Book","","",""
"771","Mapping the landscape of the media industry in contemporary Indonesia","Yanuar Nugroho; Dinita Andriani Putri; Shita Laksmi","","","","Centre for Innovation Policy and Governance","",2012,NA,"",NA,"","G2","",NA,"Publication","","","Engaging Media, Empowering Society: Assessing media policy and governance in Indonesia through the lens of citizens' rights"
"787","Melacak Sejarah Pemikiran Agraria: Sumbangan Pemikiran Mazhab Bogor","","","","","STPN Press","",2011,NA,"",9786029517743,"","G2","",NA,"Book","","",""
"788","Melibatkan Masyarakat Indonesia: Membangun Partisipasi Masyarakat dalam Pengelolaan Sumberdaya Air Terpadu","","","Rob Koudstaal; Christa Nooy","","Both ENDS-Indonesia Water Community of Practice","",2015,NA,"",NA,"","G2","",NA,"Book","","",""
"791","Memasuki Era Tanggul Laut","Sawarendro","","","","Indonesian Land Reclamation & Water Management Institute (ILWI)","",2012,NA,"",9786029807714,"","G2","",NA,"Book","","",""
"813","Mengusik Tata Penyelenggaraan Lingkungan Hidup dan Pemukiman","Tjuk Kuswartojo","","","","Kelompok Keahlian Perumahan dan Permukiman Sekolah Arsitektur Perencanaan dan Pengembangan Kebijakan Institut Teknologi Bandung","",2010,NA,"",9786029805307,"","G2","",NA,"Book","","",""
"862","Museum Tematik di Indonesia","","Kresno Yulianto","","","Kementerian Pendidikan dan Kebudayaan","1",2015,NA,"",NA,"","G2","History",NA,"Book","","",""
"896","Obsesi Spektakuler Pemprov DKI Tanggul Raksasa dari Kanal sampai Bendungan Laut","Ir. Tarjuki, MT; Dr. Ir. Nurachman, CES, MM","","","","Lembaga Pengkajian Kebudayaan Nusantara (LPKN)","",2011,NA,"",NA,"","G2","",NA,"Book","","",""
"956","Pengenalan dan Pengelolaan Ekosistem Mangrove","Prof. Dr. Ir. Dietrich G. Bengen, DEA","","","","Pusat Kajian Sumberdaya Pesisir dan Lautan Institut Pertanian Bogor","",2004,NA,"9799561779",NA,"","G2","",NA,"Book","","",""
"966","Peran Serta Masyarakat dan Kelembagaan Terpadu dalam Pengelolaan Banjir di Kota Medan","Ir. H. Gindo Maraganti Hasibuan, MM","","","","","",2005,NA,"",NA,"","G2","",NA,"Book","","",""
"979","Perencanaan Teknis dan Detail Desain Penataan K. Ciliwung dari Pa. Manggarai ke Hulu","PT Daya Cipta Dianrancana","","","","Departemen Pekerjaan Umum Direktorat Jenderal Sumber Daya Air","",NA,NA,"",NA,"","G2","",NA,"Publication","","",""
"991","Pertimbangan Ekologis Penempatan Situs Masa Hindu-Buda di Daerah Yogyakarta","Mundardjito","","","","Wedatama Widya Sastra","",2002,NA,"9799653091",NA,"","G2","",NA,"Book","","",""
"993","Perubahan Atmosfer: Sebuah Tantangan Global","John Firor","","","","PT Rosda Jayaputra","",1995,NA,"9794263184",NA,"","G2","",NA,"Book","","",""
"1024","Preserving the Ifugao terraces : a literature review","","","","","UNESCO National Commission of the Philippines","",2015,NA,"",9789718520222,"","G2","",NA,"Book","","",""
"1029","Proceeding dari Kegiatan Lokakarya & Konferensi Kreatifitas dan Kesiagaan Bencana","","","","","Rujak Center for Urban Studies","",NA,NA,"",NA,"","G2","Indonesian Studies",NA,"Publication","","",""
"1070","Reclaiming Public Water: Achievements, struggles and visions from around the world","","","","","Transnational Institute (TNI)-Corporate Europe Observatory (CEO)","",2005,NA,"9071007103",NA,"","G2","",NA,"Book","","",""
"1094","River Ecologies: Contemporary Art and Environmental Humantities on the Danube","","","","","Translocal Institute","",2015,NA,"",9789631221268,"","G2","",NA,"Book","","",""
"1095","River Ecologies: Contemporary Art and Environmental Humantities on the Danube","Maja Fowkes; Reuben Fowkes","","","","Translocal Institute","",2015,NA,"",NA,"","G2","",NA,"Book","","",""
"1133","Sebaiknya Anda Tahu: Buku Saku Kesiapsiagaan Bencana BPBD Prov. DKI Jakarta","Tim Pusdalops BPBD Provinsi DKI Jakarta","","","","Badan Penanggulangan Bencana (BPBD) Provinsi DKI Jakarta","",2012,NA,"",NA,"","G2","",NA,"Book","","",""
"1168","Sistem Polder & Tanggul Laut","Sawarendro","","","","Indonesian Land Reclamation & Water Management Institute (ILWI)","",2010,NA,"",9786029807707,"","G2","",NA,"Book","","",""
"1228","Sustainable Urban Development: Liveable, green and connected - working together to create tomorrow's cities","","","","","Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH","",2016,NA,"",NA,"","G2","",NA,"Book","","",""
"1229","Sustaining Economic Growth, Rural Livelihoods, and Environmental Benefit: Strategic Options for Forest Assistance in Indonesia","","","","","The World Bank","",2006,NA,"",NA,"","G2","",NA,"Book","","",""
"1235","Takdir: Riwayat Pangeran Diponegoro (1785-1855)","Peter Carey","","","","Penerbit Buku Kompas","",2014,NA,"",9789797097998,"","G2","",NA,"Book","","",""
"1243","Tanaman Hias Indonesia","Iin Hasim S.","","","","Penebar Swadaya","",2009,NA,"9790023774",9789790023772,"","G2","",NA,"Book","","",""
"1258","The 10,000 Year Explosion: How Civilization Accelerated Human Evolution","Gregory Cochran; Henry Harpending","","","","Basic Books","Reprint",2010,NA,"0465020429",9780465020423,"","G2","Unknown",NA,"Book","<div><B>Resistance to malaria. Blue eyes. Lactose tolerance. What do all of these traits have in common? Every one of them has emerged in the last 10,000 years.</B><BR><BR>Scientists have long believed that the great leap forward” that occurred some 40,000 to 50,000 years ago in Europe marked end of significant biological evolution in humans. In this stunningly original account of our evolutionary history, top scholars Gregory Cochran and Henry Harpending reject this conventional wisdom and reveal that the human species has undergone a storm of genetic change much more recently. Human evolution in fact accelerated after civilization arose, they contend, and these ongoing changes have played a pivotal role in human history. They argue that biology explains the expansion of the Indo-Europeans, the European conquest of the Americas, and European Jews' rise to intellectual prominence. In each of these cases, the key was recent genetic change: adult milk tolerance in the early Indo-Europeans that allowed for a new way of life, increased disease resistance among the Europeans settling America, and new versions of neurological genes among European Jews.<BR><BR>Ranging across subjects as diverse as human domestication, Neanderthal hybridization, and IQ tests, Cochran and Harpending's analysis demonstrates convincingly that human genetics have changed and can continue to change much more rapidly than scientists have previously believed. A provocative and fascinating new look at human evolution that turns conventional wisdom on its head, <I>The 10,000 Year Explosion</I> reveals the ongoing interplay between culture and biology in the making of the human race.</div> - from Amzon","Civilization & Culture, Biological Sciences, Genetics",""
"1278","The Carbon-free City Handbook","Rocky Mountain Institute","","","","Rocky Mountain Institute","1",2017,NA,"",NA,"","G2","Ecological Design",NA,"Publication","","",""
"1299","The Ecological Design Handbook","Fred Stitt; Fred A. Stitt","","","","McGraw-Hill Professional","1",1999,NA,"0070614997",9780070614994,"","G2","Ecological Design",NA,"Book","* The best A-TO-Z book available on ""green"" design <br>* Covers everything from alternative energy source hardware to design...aesthetics...permaculture...energy-saving retrofitting...interior air quality...hybrid construction materials...cohousing...bioremediation...infrastructure... and the New Urbanism <br>* Practical guidance on zoning, financing, and implementation <br>* Up-to-the-minute ideas of international leaders in the field - from Amzon","Drafting & Presentation, Civil & Environmental, Environmental Science, Civil Engineering, Architecture, Environmental Studies",""
"1312","The Future","Al Gore","","","","W H Allen","",2013,NA,"0753540495",9780753540497,"","G2","Ecology",NA,"Book","<b><i>NEW YORK TIMES </i>BESTSELLER</b><br><br>From the former vice president and #1 <i>New York Times</i> bestselling author comes <i>An Inconvenient Truth</i> for everything—a frank and clear-eyed assessment of six critical drivers of global change in the decades to come.<br>  <br> Ours is a time of revolutionary change that has no precedent in history. With the same passion he brought to the challenge of climate change, and with his decades of experience on the front lines of global policy, Al Gore surveys our planet’s beclouded horizon and offers a sober, learned, and ultimately hopeful forecast in the visionary tradition of Alvin Toffler’s <i>Future Shock</i> and John Naisbitt’s <i>Megatrends</i>. In <i>The Future,</i> Gore identifies the emerging forces that are reshaping our world:<br>  <br> • Ever-increasing economic globalization has led to the emergence of what he labels “Earth Inc.”—an integrated holistic entity with a new and different relationship to capital, labor, consumer markets, and national governments than in the past.<br> • The worldwide digital communications, Internet, and computer revolutions have led to the emergence of “the Global Mind,” which links the thoughts and feelings of billions of people and connects intelligent machines, robots, ubiquitous sensors, and databases.<br> • The balance of global political, economic, and military power is shifting more profoundly than at any time in the last five hundred years—from a U.S.-centered system to one with multiple emerging centers of power, from nation-states to private actors, and from political systems to markets.<br> • A deeply flawed economic compass is leading us to unsustainable growth in consumption, pollution flows, and depletion of the planet’s strategic resources of topsoil, freshwater, and living species.<br> • Genomic, biotechnology, neuroscience, and life sciences revolutions are radically transforming the fields of medicine, agriculture, and molecular science—and are putting control of evolution in human hands.<br> • There has been a radical disruption of the relationship between human beings and the earth’s ecosystems, along with the beginning of a revolutionary transformation of energy systems, agriculture, transportation, and construction worldwide.<br>  <br> From his earliest days in public life, Al Gore has been warning us of the promise and peril of emergent truths—no matter how “inconvenient” they may seem to be. As absorbing as it is visionary, <i>The Future</i> is a map of the world to come, from a man who has looked ahead before and been proven all too right.<br><br><b>Praise for <i>The Future</i></b><br> <b> </b><br>“Magisterial . . . The passion is unmistakable. So is the knowledge. Practically every page offers an illumination.”—Bloomberg<br>  <br> “In <i>The Future</i> . . . Gore takes on a subject whose scale matches that of his achievements and ambition.”—<i>The New York Times Book Review</i><br> <i> </i><br> “Historically grounded . . . Gore’s strengths lie in his passion for the subject and in his ability to take the long view by putting current events and trends in historical context.”—<i>Publishers Weekly</i><br>  <br> “Provocative, smart, densely argued . . . a tour de force of Big Picture thinking.”—<i>Kirkus Reviews</i> (starred review)<br>  <br> “A luminously intelligent analysis that is packed with arresting ideas and facts.”—<i>The Guardian</i> - from Amzon","",""
"1328","The Information Age, Volumes 1-3: Economy, Society and Culture (Information Age Series) (v. 1-3)","Manuel Castells","","","","Wiley-Blackwell","",1999,NA,"0631215948",9780631215943,"","G2","Unknown",NA,"Book","The Information Age is a three volume investigation of contemporary global economic, political and social change. It is a work of outstanding penetration, originality and importance. The three volumes are now available to buy as an attractive boxed set. - from Amzon","Economic Conditions, Reference, Sociology, Economics, Sociology",""
"1354","The New Landscape","Charles Correa","","","","The Book Society of India","",1985,NA,"",NA,"","G2","Unknown",NA,"Book","","",""
"1362","The Power of Identity (The Information Age: Economy, Society and Culture, Volume II)","Manuel Castells","","","","Wiley-Blackwell","1st",1997,NA,"1557868743",9781557868749,"","G2","Unknown",NA,"Book","","Regional, Human Geography, Sociology, Politics & Government, Geography, Sociology",""
"1370","The Rise of The Network Society (Information Age Series) (Vol 1)","Manuel Castells","","","","Wiley-Blackwell","1",1996,NA,"1557866171",9781557866172,"","G2","Unknown",NA,"Book","","Certification, Internet, Groupware, & Telecommunications, New Age & Spirituality, Human Geography, Reference, Social Theory, Computer Science, Geography, Sociology",""
"1386","The Tale of Jamu The Green Gold of Indonesia","Dr. Martha Tilaar; Prof. Dr. Ir. Bernard T. Widjaja, MM","","","","PT Gramedia Pustaka Utama","",2016,NA,"",9786020322803,"","G2","",NA,"Book","","",""
"1397","The use of soil moisture - remote sensing products for large-scale groundwater modeling and assessment","Edwin H. Sutanudjaja","","","","Utrecht University","",2012,NA,"",9788062663132,"22114335","G2","",NA,"Book","","",""
"1437","Transparansi Regulasi Penyediaan Air Minum di DKI Jakarta","","","","","ECOTAS","",2011,NA,"",9786029994001,"","G2","",NA,"Book","","",""
"1453","Undang-undang Republik Indonesia Nomor 27 Tahun 2007 Tentang Pengelolaan Wilayah Pesisir dan Pulau-pulau Kecil","","","","","","",NA,NA,"",NA,"","G2","",NA,"Publication","","",""
"1457","Untuk Apa? Untuk Siapa? Rangkaian Pemikiran Lingkungan Berkelanjutan","Bianpoen","","","","UPHPRESS","",2011,NA,"",9789799103680,"","G2","",NA,"Book","","",""
"1495","Water - Curse or Blessing!?: Encouraging Architectural Projects in Asia-Pacific","","","","","AEDES","",2011,NA,"",9783937093192,"","G2","",NA,"Publication","","",""
"1503","Winds of Change: East Asia's Sustainable Energy Future","","","","","The World Bank","",2010,NA,"",NA,"","G2","",NA,"Book","","",""
"1508","World Development Report 2019: The Changing Nature of Work","","","","","The World Bank","",2018,NA,"1464813280",9781464813283,"","G2","Unknown",NA,"Book","<p><span>The 2019 World Development Report will study how the nature of work is changing as a result of advances in technology today.</span></p> - from Amzon","Development & Growth, Human Resources",""
