"","Title","Authors","Co.authors","Editors","Illustrators","Publisher","Edition","Year","Volume","ISBN","ISBN13","ISSN","Call.No","Category","Subject","Type","Description","Tags","Series"
"949","Penang's Living Legacy. Heritage Traders of George Town","","","","","George Town World Heritage Incorporated","",2014,NA,"",9789671228104,"","D2","",NA,"Book","","",""
"950","Penang's Living Legacy. Heritage Traders of George Town","","","","","George Town World Heritage Incorporated","",2014,NA,"",NA,"","D2","",NA,"Book","","",""
"977","Perencanaan dan Pengembangan Wilayah","Ernan Rustiadi; Sunsun Saefulhakim; Dyah R. Panuju","","","","Crestpent Press","",2009,NA,"",9789794616871,"","D2","",NA,"Book","","",""
"1010","Politik Masyarakat Miskin Kota","Dr. Asrinaldi","","","","Penerbit Gava Media","",2012,NA,"",9786028545990,"","D2","",NA,"Book","","",""
"1065","Re-shaping Cultural Policies: A Decade Promoting The Diversity Of Cultural Expressions For Development","","","","","United Nations Education, Scientific and Cultural Organization","",2016,NA,"9231001361",9789231001369,"","D2","Unknown",NA,"Book","One of the questions asked during this anniversary year is whether or not the implementation of the Convention reflects the vision of its authors. In other words, has it led to the positive changes its drafters envisaged? What steps have been taken to reach the four main goals of the Convention: support sustainable systems of governance for culture; achieve a balanced flow of cultural goods and services and increase the mobility of cultural professionals; integrate culture in sustainable development frameworks; and promote human rights. - from Amzon","Cultural Policy, Research, Education, Public Policy",""
"1086","Research Methods in the Social Sciences","David Nachmias and Schava Nachmiass","","","","St Martin's Press","Second Edition",1981,NA,"0312676212",9780312676216,"","D2","Unknown",NA,"Book","Brand new book at a great low price! - from Amzon","",""
"1090","Revolusi dan Transformasi Masyarakat","S.N Eisentadt","","","","CV. Rajawali ","",1986,NA,"9794210277",NA,"","D2","politic and Economic",NA,"Book","","","Revolusi"
"1098","Roh dan Citra Kota. Peran Perancangan Kota sebagai Kebijakan Publik","Bambang Heryanto","","","","Brilian Internasional","",2011,NA,"",9789791546966,"","D2","",NA,"Book","","",""
"1137","Sejarah dan Prinsip Konservasi Arsitektural Bangunan Cagar Budaya Kolonial","","","","","Institut Konservasi ERMIT","",2014,NA,"",9786028011662,"","D2","",NA,"Book","","",""
"1138","Sejarah dan Prinsip Konservasi Arsitektural Bangunan Cagar Budaya Kolonial","A. Kriswandhono ; Nurtjahja Eka Pradana","","","","Institut Konservasi ERMIT","",2014,NA,"",NA,"","D2","",NA,"Book","","",""
"1217","Sungai, Kampung, dan Kota","","","","","","",NA,NA,"",9786026751621,"","D2","",NA,"Book","","",""
"1395","The Urban Housing Manual: Making Regulatory Frameworks Work for the Poor","Geoffrey Payne; Michael Majale","","","","Routledge","",2004,NA,"1844071480",9781844071487,"","D2","Unknown",NA,"Book","Red tape is a significant stumbling block to the provision of affordable shelter to the urban poor and, indeed, slums are largely the result of inappropriate regulatory frameworks. This practice-oriented manual tackles the issue of regulatory frameworks for urban upgrading and new housing development, and how they impact on access to adequate, affordable shelter and other key livelihood assets, in particular for the urban poor. It illustrates two methods for reviewing regulatory frameworks and expounds guiding principles for effecting change, informed by action research. The accompanying CD-Rom contains case studies, methods, exercises and tools, references and website links, and a video on reviewing regulatory frameworks. - from Amzon","Housing & Urban Development, Social Sciences, Urban, Globalization, Regional Planning, Public Policy, Sociology",""
"1428","Towards an Integral Approach of Sustainable Housing in Indonesia with an Analysis of Current Practices in Java","Dwinita Larasati","","","","Delft University of Technology","",2006,NA,"9090214879",9789090214870,"","D2","",NA,"Book","","",""
